S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,37.97,300.00,300.00,295.00,296.00,296.00,0.00,0.00,296.39,41190.00,300.00,12208324.30,194,-4.00,5.00,-1.33,1.69,-0.13,428.40,223.00
2,CZBIL,44.46,215.00,216.00,212.20,214.40,214.40,0.00,0.00,213.77,45678.00,214.80,9764754.60,183,-0.40,3.80,-0.19,1.79,0.29,296.00,152.50
3,EBL,37.13,603.10,615.00,603.10,612.00,612.00,0.00,0.00,610.65,32772.00,614.90,20012266.20,186,-2.90,11.90,-0.47,1.97,0.22,790.00,487.30
4,GBIME,44.12,225.00,225.00,221.30,221.50,221.50,0.00,0.00,222.15,87411.00,224.00,19418362.30,461,-2.50,3.70,-1.12,1.67,-0.29,302.00,170.00
5,HBL,45.63,238.00,239.00,234.00,235.60,235.60,0.00,0.00,236.87,50714.00,237.80,12012708.80,193,-2.20,5.00,-0.93,2.14,-0.54,312.10,167.10
6,KBL,45.78,203.80,209.90,203.80,206.30,206.30,0.00,0.00,206.95,231140.00,207.90,47835524.80,574,-1.60,6.10,-0.77,2.99,-0.32,272.90,129.60
7,LSL,40.50,230.00,230.00,227.00,228.50,228.50,0.00,0.00,228.42,117823.00,227.00,26913021.40,247,1.50,3.00,0.66,1.32,0.04,300.00,143.60
8,MBL,41.16,230.10,234.80,230.10,232.90,232.90,0.00,0.00,231.62,78007.00,234.00,18068079.00,179,-1.10,4.70,-0.47,2.04,0.55,295.00,157.80
9,NABIL,43.41,486.10,503.80,486.10,494.90,494.90,0.00,0.00,495.08,44322.00,496.00,21943112.10,401,-1.10,17.70,-0.22,3.64,-0.04,700.00,419.00
10,NBL,45.19,255.00,263.00,252.90,255.00,255.00,0.00,0.00,255.34,66937.00,258.00,17091878.80,202,-3.00,10.10,-1.16,3.99,-0.13,337.50,195.10
11,NICA,40.80,384.50,384.50,373.60,374.50,374.50,0.00,0.00,376.53,42089.00,377.00,15847811.60,319,-2.50,10.90,-0.66,2.92,-0.54,573.00,341.60
12,NIMB,44.90,215.60,224.00,215.60,218.40,218.40,0.00,0.00,219.52,114874.00,220.00,25216722.20,401,-1.60,8.40,-0.73,3.90,-0.51,295.00,147.40
13,NMB,45.77,254.00,258.80,250.30,250.80,250.80,0.00,0.00,251.75,63279.00,253.40,15930507.40,272,-2.60,8.50,-1.03,3.40,-0.38,300.00,162.00
14,PCBL,46.64,250.00,255.00,250.00,253.50,253.50,0.00,0.00,253.34,75856.00,254.90,19217729.00,233,-1.40,5.00,-0.55,2.00,0.06,329.00,186.00
15,PRVU,44.27,224.00,227.10,222.20,222.50,222.50,0.00,0.00,224.41,116540.00,224.00,26152689.10,415,-1.50,4.90,-0.67,2.21,-0.86,297.00,132.00
16,SANIMA,48.56,306.20,311.00,300.10,306.00,306.00,0.00,0.00,306.23,121664.00,305.00,37257000.00,354,1.00,10.90,0.33,3.63,-0.07,382.00,228.00
17,SBI,42.05,417.10,422.00,415.00,420.00,420.00,0.00,0.00,416.80,30694.00,422.90,12793287.20,133,-2.90,7.00,-0.69,1.69,0.76,549.00,268.60
18,SBL,40.98,284.00,290.00,283.30,286.40,286.40,0.00,0.00,285.80,20109.00,289.00,5747181.20,136,-2.60,6.70,-0.90,2.36,0.21,380.00,212.20
19,SCB,47.38,654.00,668.00,654.00,666.10,666.10,0.00,0.00,665.32,32614.00,666.60,21698849.50,137,-0.50,14.00,-0.08,2.14,0.12,790.00,497.40
