S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,30.32,295.80,295.80,289.00,289.60,289.60,0.00,0.00,290.51,19349.00,290.00,5621101.90,184,-0.40,6.80,-0.14,2.35,-0.31,428.40,223.00
2,CZBIL,27.21,216.20,216.20,209.60,211.00,211.00,0.00,0.00,210.75,48853.00,212.00,10295875.20,171,-1.00,6.60,-0.47,3.15,0.12,296.00,152.50
3,EBL,21.45,612.00,614.80,611.10,613.00,613.00,0.00,0.00,612.81,17747.00,614.20,10875626.00,145,-1.20,3.70,-0.20,0.61,0.03,790.00,487.30
4,GBIME,22.21,226.30,226.30,220.60,221.00,221.00,0.00,0.00,221.36,76153.00,221.90,16857183.20,391,-0.90,5.70,-0.41,2.58,-0.16,302.00,170.00
5,HBL,30.32,241.70,241.70,234.10,237.80,237.80,0.00,0.00,235.76,33406.00,237.00,7875812.70,165,0.80,7.60,0.34,3.25,0.86,312.10,167.10
6,KBL,28.70,211.90,211.90,206.00,207.00,207.00,0.00,0.00,207.66,80775.00,207.80,16773517.50,304,-0.80,5.90,-0.38,2.86,-0.32,272.90,129.60
7,LSL,37.99,228.40,228.40,220.10,226.00,226.00,0.00,0.00,223.49,54418.00,224.00,12161718.30,135,2.00,8.30,0.89,3.77,1.11,300.00,143.60
8,MBL,30.71,233.40,233.40,227.00,228.00,228.00,0.00,0.00,227.74,57579.00,228.90,13112874.70,138,-0.90,6.40,-0.39,2.82,0.12,295.00,157.80
9,NABIL,35.78,499.80,499.80,488.00,491.40,491.40,0.00,0.00,491.65,28929.00,490.00,14222960.90,364,1.40,11.80,0.29,2.42,-0.05,700.00,419.00
10,NBL,27.02,258.50,258.50,252.10,253.00,253.00,0.00,0.00,253.07,26811.00,253.50,6785023.90,140,-0.50,6.40,-0.20,2.54,-0.03,337.50,195.10
11,NICA,23.48,383.00,383.00,372.00,374.90,374.90,0.00,0.00,373.74,46712.00,376.00,17458101.40,273,-1.10,11.00,-0.29,2.96,0.31,573.00,341.60
12,NIMB,31.07,218.00,219.00,215.10,215.60,215.60,0.00,0.00,215.84,41724.00,216.10,9005693.40,248,-0.50,3.90,-0.23,1.81,-0.11,295.00,147.40
13,NMB,21.60,258.10,258.10,252.00,254.00,254.00,0.00,0.00,254.15,38941.00,254.00,9896902.10,161,0.00,6.10,0.00,2.42,-0.06,300.00,162.00
14,PCBL,27.26,260.00,260.00,248.00,250.00,250.00,0.00,0.00,250.94,153771.00,255.10,38586993.60,336,-5.10,12.00,-2.00,4.84,-0.38,329.00,186.00
15,PRVU,30.95,220.40,220.40,215.50,216.50,216.50,0.00,0.00,216.61,69849.00,216.10,15129835.10,330,0.40,4.90,0.19,2.27,-0.05,297.00,132.00
16,SANIMA,20.76,311.10,311.10,303.00,303.50,303.50,0.00,0.00,304.66,29742.00,305.00,9061064.50,144,-1.50,8.10,-0.49,2.67,-0.38,382.00,228.00
17,SBI,37.07,415.00,418.90,413.20,415.90,415.90,0.00,0.00,415.23,12635.00,417.00,5246473.70,65,-1.10,5.70,-0.26,1.38,0.16,549.00,268.60
18,SBL,20.08,294.70,294.70,286.10,288.00,288.00,0.00,0.00,287.39,12984.00,289.00,3731445.20,62,-1.00,8.60,-0.35,3.01,0.21,380.00,214.00
19,SCB,29.17,666.00,666.00,650.00,654.90,654.90,0.00,0.00,653.64,16220.00,653.00,10601986.20,152,1.90,16.00,0.29,2.46,0.19,790.00,508.00
