S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,29.29,291.00,295.00,290.60,291.50,291.50,0.00,0.00,291.75,24571.00,291.80,7168466.70,160,-0.30,4.40,-0.10,1.51,-0.08,428.40,223.00
2,CZBIL,38.76,212.00,212.00,208.00,209.50,209.50,0.00,0.00,209.80,42880.00,209.50,8996080.70,202,0.00,4.00,0.00,1.92,-0.14,296.00,152.50
3,EBL,37.19,614.80,614.80,602.60,608.00,608.00,0.00,0.00,603.99,56933.00,606.90,34387010.60,199,1.10,12.20,0.18,2.02,0.66,790.00,487.30
4,GBIME,35.75,218.60,221.00,217.00,218.80,218.80,0.00,0.00,218.68,102640.00,218.50,22445787.20,403,0.30,4.00,0.14,1.84,0.05,302.00,170.00
5,HBL,35.55,227.30,231.00,224.00,226.10,226.10,0.00,0.00,227.47,43126.00,227.90,9809820.20,179,-1.80,7.00,-0.79,3.13,-0.61,312.10,167.10
6,KBL,36.94,200.00,202.00,197.00,199.20,199.20,0.00,0.00,200.24,123869.00,199.10,24803785.50,392,0.10,5.00,0.05,2.54,-0.52,272.90,129.60
7,LSL,46.26,219.00,221.90,216.00,217.00,217.00,0.00,0.00,218.46,68232.00,216.00,14906066.00,191,1.00,5.90,0.46,2.73,-0.67,300.00,143.60
8,MBL,28.39,226.00,232.00,225.50,228.50,228.50,0.00,0.00,227.91,44904.00,226.30,10234191.30,127,2.20,6.50,0.97,2.88,0.26,295.00,157.80
9,NABIL,29.91,487.00,487.00,482.10,485.00,485.00,0.00,0.00,484.29,51961.00,487.00,25163981.50,565,-2.00,4.90,-0.41,1.02,0.15,700.00,419.00
10,NBL,43.99,253.00,255.40,251.20,255.30,255.30,0.00,0.00,253.97,35362.00,252.50,8981056.80,189,2.80,4.20,1.11,1.67,0.52,337.50,195.10
11,NICA,38.99,365.00,370.00,360.00,363.10,363.10,0.00,0.00,364.54,47038.00,364.00,17147454.50,305,-0.90,10.00,-0.25,2.78,-0.40,573.00,341.60
12,NIMB,31.17,213.90,215.00,209.90,210.20,210.20,0.00,0.00,212.03,106648.00,210.00,22612954.30,384,0.20,5.10,0.10,2.43,-0.87,295.00,147.40
13,NMB,27.84,242.00,245.00,238.20,241.00,241.00,0.00,0.00,240.23,25980.00,241.00,6241210.40,161,0.00,6.80,0.00,2.85,0.32,300.00,162.00
14,PCBL,38.46,240.30,243.80,238.00,240.20,240.20,0.00,0.00,240.51,54733.00,240.30,13163968.30,168,-0.10,5.80,-0.04,2.44,-0.13,329.00,186.00
15,PRVU,32.93,217.90,220.00,216.10,217.00,217.00,0.00,0.00,218.04,107486.00,217.70,23436610.10,388,-0.70,3.90,-0.32,1.80,-0.48,297.00,132.00
16,SANIMA,30.31,296.00,299.00,290.10,290.50,290.50,0.00,0.00,292.32,56156.00,290.20,16415724.80,195,0.30,8.90,0.10,3.07,-0.63,382.00,228.00
17,SBI,35.57,414.00,414.00,409.00,411.00,411.00,0.00,0.00,410.75,67820.00,414.00,27857142.60,266,-3.00,5.00,-0.72,1.22,0.06,549.00,268.60
18,SBL,35.60,274.00,285.00,274.00,278.20,278.20,0.00,0.00,279.55,35966.00,278.90,10054399.40,156,-0.70,11.00,-0.25,4.01,-0.49,380.00,212.20
19,SCB,34.11,669.00,677.90,663.00,668.00,668.00,0.00,0.00,665.85,30638.00,670.00,20400377.00,185,-2.00,14.90,-0.30,2.25,0.32,790.00,497.40
